# Trials behind speed.md. Written by `mise run bench:speed`; do not edit by hand.
# Date: 2026-09-25
# Roblox: 0.740.19.7400931
# Machine: 12th Gen Intel(R) Core(TM) i9-12900KF, 16 threads, win32 10.0.26200
# Runs: 2, back to back
# surge: c295e5b
# rbxts-transformer-surge: ac69b4d
# roblox-ts: 3.0.0
# @rbxts/flamework-binary-serializer: 0.7.0
# @rbxts/serio: 1.2.7
# Blink: 0.18.8
# Method: 9 trials per cell, each at least 0.2 seconds of calls after 0.1 seconds of warm-up calls, timed in chunks of 250 calls so that the yields between chunks are not in the time; within a row the libraries take turns, one trial each, and 3 idle frames separate one row from the next
fixture	library	half	run	trial	rate
deeply nested object	fbs	decode	2	1	1562548
deeply nested object	fbs	decode	2	2	1557862
deeply nested object	fbs	decode	2	3	1539082
deeply nested object	fbs	decode	2	4	1472789
deeply nested object	fbs	decode	2	5	1538770
deeply nested object	fbs	decode	2	6	1564965
deeply nested object	fbs	decode	2	7	1547431
deeply nested object	fbs	decode	2	8	1548746
deeply nested object	fbs	decode	2	9	1551751
deeply nested object	serio	encode	1	1	463440
deeply nested object	serio	encode	1	2	466166
deeply nested object	serio	encode	1	3	461590
deeply nested object	serio	encode	1	4	465182
deeply nested object	serio	encode	1	5	471208
deeply nested object	serio	encode	1	6	458620
deeply nested object	serio	encode	1	7	465831
deeply nested object	serio	encode	1	8	462548
deeply nested object	serio	encode	1	9	461599
deeply nested object	serio	encode	2	1	465318
deeply nested object	serio	encode	2	2	450260
deeply nested object	serio	encode	2	3	471417
deeply nested object	serio	encode	2	4	471413
deeply nested object	serio	encode	2	5	469893
deeply nested object	serio	encode	2	6	462793
deeply nested object	serio	encode	2	7	453106
deeply nested object	serio	encode	2	8	463819
deeply nested object	serio	encode	2	9	465558
deeply nested object	serio	decode	1	1	731296
deeply nested object	serio	decode	1	2	726529
deeply nested object	serio	decode	1	3	734843
deeply nested object	serio	decode	1	4	739559
deeply nested object	serio	decode	1	5	734551
deeply nested object	serio	decode	1	6	735479
deeply nested object	serio	decode	1	7	739998
deeply nested object	serio	decode	1	8	740630
deeply nested object	serio	decode	1	9	740025
deeply nested object	serio	decode	2	1	748182
deeply nested object	serio	decode	2	2	750819
deeply nested object	serio	decode	2	3	749384
deeply nested object	serio	decode	2	4	727820
deeply nested object	serio	decode	2	5	752710
deeply nested object	serio	decode	2	6	746065
deeply nested object	serio	decode	2	7	746174
deeply nested object	serio	decode	2	8	755760
deeply nested object	serio	decode	2	9	750087
deeply nested object	blink	encode	1	1	2065875
deeply nested object	blink	encode	1	2	2097038
deeply nested object	blink	encode	1	3	1995011
deeply nested object	blink	encode	1	4	2057112
deeply nested object	blink	encode	1	5	2076106
deeply nested object	blink	encode	1	6	2114480
deeply nested object	blink	encode	1	7	2093403
deeply nested object	blink	encode	1	8	2080472
deeply nested object	blink	encode	1	9	2084838
deeply nested object	blink	encode	2	1	2114720
deeply nested object	blink	encode	2	2	2142095
