# Trials behind speed.md. Written by `mise run bench:speed`; do not edit by hand.
# Date: 2026-09-24
# Roblox: 0.740.19.7400931
# Machine: 12th Gen Intel(R) Core(TM) i9-12900KF, 16 threads, win32 10.0.26200
# Runs: 2, back to back
# surge: 56b6fd5 (uncommitted changes)
# rbxts-transformer-surge: 0710f5d (uncommitted changes)
# roblox-ts: 3.0.0
# @rbxts/flamework-binary-serializer: 0.7.0
# @rbxts/serio: 1.2.7
# Blink: 0.18.8
# Method: 9 trials per cell, each at least 0.2 seconds of calls after 0.1 seconds of warm-up calls, timed in chunks of 250 calls so that the yields between chunks are not in the time; within a row the libraries take turns, one trial each, and 3 idle frames separate one row from the next
fixture	library	half	run	trial	rate
large array	surge	encode	1	2	123792
large array	surge	encode	1	3	123400
large array	surge	encode	1	4	125310
large array	surge	encode	1	5	123513
large array	surge	encode	1	6	123073
large array	surge	encode	1	7	123875
large array	surge	encode	1	8	124136
large array	surge	encode	1	9	123948
large array	surge	encode	2	1	122039
large array	surge	encode	2	2	120996
large array	surge	encode	2	3	119984
large array	surge	encode	2	4	122115
large array	surge	encode	2	5	120673
large array	surge	encode	2	6	119595
large array	surge	encode	2	7	119619
large array	surge	encode	2	8	121020
large array	surge	encode	2	9	121813
large array	surge	decode	1	1	53743
large array	surge	decode	1	2	53730
large array	surge	decode	1	3	54355
large array	surge	decode	1	4	53077
large array	surge	decode	1	5	52613
large array	surge	decode	1	6	49271
large array	surge	decode	1	7	53178
large array	surge	decode	1	8	52690
large array	surge	decode	1	9	53690
large array	surge	decode	2	1	45942
large array	surge	decode	2	2	45985
large array	surge	decode	2	3	46024
large array	surge	decode	2	4	45549
large array	surge	decode	2	5	43464
large array	surge	decode	2	6	43522
large array	surge	decode	2	7	45825
large array	surge	decode	2	8	45990
large array	surge	decode	2	9	45985
large array	fbs	encode	1	1	74269
large array	fbs	encode	1	2	74644
large array	fbs	encode	1	3	74687
large array	fbs	encode	1	4	74562
large array	fbs	encode	1	5	74923
large array	fbs	encode	1	6	74361
large array	fbs	encode	1	7	74071
large array	fbs	encode	1	8	74666
large array	fbs	encode	1	9	74563
large array	fbs	encode	2	1	71071
large array	fbs	encode	2	2	71005
large array	fbs	encode	2	3	69182
large array	fbs	encode	2	4	69579
large array	fbs	encode	2	5	70495
large array	fbs	encode	2	6	71254
large array	fbs	encode	2	7	70767
large array	fbs	encode	2	8	70341
large array	fbs	encode	2	9	70467
large array	fbs	decode	1	1	42027
large array	fbs	decode	1	2	42401
large array	fbs	decode	1	3	42485
large array	fbs	decode	1	4	41583
large array	fbs	decode	1	5	41702
large array	fbs	decode	1	6	39088
large array	fbs	decode	1	7	41995
large array	fbs	decode	1	8	41565
large array	fbs	decode	1	9	42190
large array	fbs	decode	2	1	41316
large array	fbs	decode	2	2	40982
large array	fbs	decode	2	3	41140
large array	fbs	decode	2	4	40797
large array	fbs	decode	2	5	39913
large array	fbs	decode	2	6	41582
large array	fbs	decode	2	7	41200
large array	fbs	decode	2	8	40500
large array	fbs	decode	2	9	40870
large array	serio	encode	1	1	8078
large array	serio	encode	1	2	8061
large array	serio	encode	1	3	8043
large array	serio	encode	1	4	8036
large array	serio	encode	1	5	8086
large array	serio	encode	1	6	8045
large array	serio	encode	1	7	8003
large array	serio	encode	1	8	8069
large array	serio	encode	1	9	8073
large array	serio	encode	2	1	7837
large array	serio	encode	2	2	7894
large array	serio	encode	2	3	7855
large array	serio	encode	2	4	7938
large array	serio	encode	2	5	7868
large array	serio	encode	2	6	7807
large array	serio	encode	2	7	7855
large array	serio	encode	2	8	7821
large array	serio	encode	2	9	7846
large array	serio	decode	1	1	24036
large array	serio	decode	1	2	23911
large array	serio	decode	1	3	23961
large array	serio	decode	1	4	24183
large array	serio	decode	1	5	23920
large array	serio	decode	1	6	24078
large array	serio	decode	1	7	24153
large array	serio	decode	1	8	24045
large array	serio	decode	1	9	24034
large array	serio	decode	2	1	22640
large array	serio	decode	2	2	22559
large array	serio	decode	2	3	22471
